PROPOSAL_NO,PI_ID,COLLEGE_TEXT,SPONSOR_NAME,PROPOSAL_TYPE_CD,SUBMIT_DT,REQUEST_AMT,PROP_STATUS_CD,AWARD_NO,AWARD_AMT,DECISION_DT,AWARD_START_DT,AWARD_END_DT,EXTRACT_TS
LP-2025-01548,I1093,School of Business,Advanced Technology Agency,RES,20250817,114200.00,ACT,LA-2025-01548,112900.00,20251210,20260203,20270728,20260831 235900
LP-2024-01549,I1042,College of Engineering,Northstar Analytics,RES,20240118,83800.00,DCL,,0.00,20240511,,,20260831 235900
LP-2024-01550,I1114,College of Engineering,Education Access Foundation,FEL,20240116,121600.00,DCL,,0.00,20240324,,,20260831 235900
LP-2025-01551,I1170,College of Engineering,Apex Biotechnologies,RES,20251209,43100.00,WD,,0.00,20260122,,,20260831 235900
LP-2024-01552,I1013,School of Business,International Research Consortium,RES,20240707,35300.00,WD,,0.00,20241204,,,20260831 235900
LP-2024-01553,I1176,College of Architecture and Design,Faculty Seed Grant Program,RES,20240319,63800.00,ACT,LA-2024-01553,55800.00,20240513,20240611,20250611,20260831 235900
LP-2026-01554,I1046,College of Science,Interdisciplinary Catalyst Fund,EQP,20260507,84800.00,ACT,LA-2026-01554,70500.00,20260702,20260904,20270904,20260831 235900
LP-2023-01555,I1007,College of Health Sciences,Northstar Analytics,RES,20231010,132900.00,ACT,LA-2023-01555,82800.00,20240411,20240519,20251110,20260831 235900
LP-2024-01556,I1031,College of Health Sciences,Global Health Foundation,RES,20240903,27800.00,CLS,LA-2024-01556,18900.00,20250101,20250123,20270123,20260831 235900
LP-2026-01557,I1033,School of Law and Public Policy,Social Innovation Research Council,RES,20260404,57200.00,AWD,LA-2026-01557,45900.00,20260827,20260908,20290907,20260831 235900
LP-2026-01558,I1171,College of Social Innovation,Global Development Partnership,RES,20260721,31600.00,SUB,,0.00,,,,20260831 235900
LP-2025-01559,I1080,College of Architecture and Design,Vertex Mobility Systems,RES,20250529,49200.00,ACT,LA-2025-01559,40600.00,20251028,20251228,20281227,20260831 235900
LP-2024-01560,I1034,College of Engineering,Internal Strategic Research Fund,INT,20240610,44600.00,DCL,,0.00,20241115,,,20260831 235900
LP-2023-01561,I1173,School of Business,Natural Sciences Research Council,RES,20230723,269900.00,CLS,LA-2023-01561,226300.00,20231020,20231115,20250508,20260831 235900
LP-2023-01562,I1170,College of Engineering,Natural Sciences Research Council,RES,20230320,192700.00,WD,,0.00,20230907,,,20260831 235900
LP-2026-01563,I1079,College of Health Sciences,Interdisciplinary Catalyst Fund,FEL,20260604,117000.00,REV,,0.00,,,,20260831 235900
LP-2026-01564,I1159,College of Health Sciences,Biomedical Discovery Foundation,RES,20260301,52200.00,DCL,,0.00,20260621,,,20260831 235900
LP-2023-01565,I1157,School of Business,Department of Public Health,RES,20230326,125000.00,CLS,LA-2023-01565,124900.00,20230901,20230921,20240920,20260831 235900
LP-2023-01566,I1043,College of Social Innovation,Interdisciplinary Catalyst Fund,FEL,20230623,1011500.00,ACT,LA-2023-01566,720300.00,20231219,20240125,20250718,20260831 235900
LP-2026-01567,I1101,School of Business,Interdisciplinary Catalyst Fund,RES,20260517,43400.00,DCL,,0.00,20260831,,,20260831 235900
LP-2024-01568,I1141,School of Business,International Research Consortium,RES,20241205,244100.00,DCL,,0.00,20250222,,,20260831 235900
LP-2023-01569,I1060,College of Humanities,Interdisciplinary Catalyst Fund,RES,20230628,122600.00,DCL,,0.00,20230910,,,20260831 235900
LP-2026-01570,I1106,College of Engineering,Natural Sciences Research Council,TRN,20260420,52900.00,ACT,LA-2026-01570,36100.00,20260611,20260704,20290703,20260831 235900
LP-2023-01571,I1108,College of Humanities,National Science Foundation,RES,20230805,34900.00,ACT,LA-2023-01571,33200.00,20231106,20240113,20250706,20260831 235900
LP-2024-01572,I1042,College of Engineering,Civic Data Collaborative,RES,20240423,54100.00,DCL,,0.00,20240901,,,20260831 235900
LP-2025-01573,I1012,College of Humanities,National Science Foundation,INT,20250428,241600.00,DCL,,0.00,20250924,,,20260831 235900
LP-2023-01574,I1066,College of Engineering,Urban Resilience Network,EQP,20231029,95400.00,CLS,LA-2023-01574,69500.00,20240226,20240409,20270409,20260831 235900
LP-2023-01575,I1038,College of Science,Natural Sciences Research Council,RES,20230302,234100.00,ACT,LA-2023-01575,212300.00,20230617,20230729,20250119,20260831 235900
LP-2023-01576,I1088,College of Architecture and Design,Biomedical Discovery Foundation,INT,20230614,100100.00,CLS,LA-2023-01576,100100.00,20231022,20231202,20241201,20260831 235900
LP-2024-01577,I1133,School of Business,Social Innovation Research Council,TRN,20240329,175400.00,ACT,LA-2024-01577,139500.00,20240505,20240528,20251119,20260831 235900
LP-2026-01578,I1104,College of Architecture and Design,National Science Foundation,RES,20260209,172300.00,ACT,LA-2026-01578,148900.00,20260612,20260822,20280213,20260831 235900
LP-2026-01579,I1119,College of Health Sciences,Interdisciplinary Catalyst Fund,RES,20260722,1127300.00,REV,,0.00,,,,20260831 235900
LP-2023-01580,I1138,College of Engineering,Education Access Foundation,EQP,20230111,57000.00,ACT,LA-2023-01580,47600.00,20230704,20230717,20260716,20260831 235900
LP-2025-01581,I1064,College of Architecture and Design,Department of Energy and Climate,RES,20250329,67700.00,DCL,,0.00,20250929,,,20260831 235900
LP-2026-01582,I1162,College of Engineering,Apex Biotechnologies,EQP,20260612,199900.00,ACT,LA-2026-01582,149700.00,20260831,20261009,20291008,20260831 235900
LP-2025-01583,I1071,College of Health Sciences,Massachusetts Innovation Fund,RES,20250405,120100.00,ACT,LA-2025-01583,117300.00,20250614,20250812,20260812,20260831 235900
LP-2025-01584,I1044,College of Humanities,Education Access Foundation,RES,20251126,197100.00,ACT,LA-2025-01584,137900.00,20260223,20260327,20270918,20260831 235900
LP-2025-01585,I1089,School of Law and Public Policy,Faculty Seed Grant Program,RES,20250627,133600.00,CLS,LA-2025-01585,88800.00,20250907,20250927,20270321,20260831 235900
LP-2024-01586,I1161,School of Law and Public Policy,Northstar Analytics,RES,20240911,234100.00,DCL,,0.00,20241113,,,20260831 235900
LP-2024-01587,I1118,College of Science,Social Innovation Research Council,RES,20240430,177900.00,DCL,,0.00,20240806,,,20260831 235900
LP-2023-01588,I1157,School of Business,Global Development Partnership,EQP,20230713,229700.00,CLS,LA-2023-01588,154800.00,20240118,20240312,20250312,20260831 235900
LP-2026-01589,I1117,School of Business,Northstar Analytics,EQP,20260120,103300.00,DCL,,0.00,20260610,,,20260831 235900
LP-2024-01590,I1032,College of Architecture and Design,National Science Foundation,TRN,20240123,198200.00,DCL,,0.00,20240413,,,20260831 235900
LP-2025-01591,I1119,College of Health Sciences,Vertex Mobility Systems,INT,20250612,249400.00,ACT,LA-2025-01591,214900.00,20250927,20251119,20270513,20260831 235900
LP-2025-01592,I1165,School of Business,Helix Medical Devices,TRN,20251223,487500.00,AWD,LA-2025-01592,376000.00,20260213,20260301,20270823,20260831 235900
LP-2024-01593,I1034,College of Engineering,Ontario Research Fund,RES,20240326,110600.00,ACT,LA-2024-01593,91300.00,20240714,20240803,20260125,20260831 235900
LP-2024-01594,I1026,College of Engineering,Northstar Analytics,INT,20241221,146100.00,DCL,,0.00,20250314,,,20260831 235900
LP-2025-01595,I1065,School of Law and Public Policy,Global Development Partnership,RES,20250329,456400.00,DCL,,0.00,20250830,,,20260831 235900
LP-2024-01596,I1069,School of Business,Internal Strategic Research Fund,RES,20241210,25300.00,ACT,LA-2024-01596,16700.00,20250426,20250527,20260527,20260831 235900
LP-2024-01597,I1053,School of Business,Natural Sciences Research Council,RES,20241218,209800.00,CLS,LA-2024-01597,138500.00,20250603,20250617,20280616,20260831 235900
LP-2023-01598,I1165,School of Business,Natural Sciences Research Council,FEL,20231231,87100.00,DCL,,0.00,20240508,,,20260831 235900
LP-2024-01599,I1082,College of Engineering,Social Innovation Research Council,RES,20241102,24100.00,DCL,,0.00,20241207,,,20260831 235900
LP-2026-01600,I1007,College of Health Sciences,Global Health Foundation,TRN,20260327,331100.00,ACT,LA-2026-01600,330700.00,20260602,20260620,20280619,20260831 235900
LP-2025-01601,I1102,College of Science,Vertex Mobility Systems,RES,20250723,124300.00,DCL,,0.00,20251219,,,20260831 235900
LP-2023-01602,I1112,College of Architecture and Design,Social Innovation Research Council,FEL,20230113,56200.00,DCL,,0.00,20230517,,,20260831 235900
LP-2024-01603,I1017,School of Law and Public Policy,Community Wellbeing Trust,RES,20240105,453800.00,CLS,LA-2024-01603,318300.00,20240509,20240530,20260530,20260831 235900
LP-2026-01604,I1012,College of Humanities,Social Innovation Research Council,RES,20260520,124100.00,REV,,0.00,,,,20260831 235900
LP-2026-01605,I1079,College of Health Sciences,Social Innovation Research Council,EQP,20260418,70600.00,AWD,LA-2026-01605,57300.00,20260619,20260812,20280811,20260831 235900
LP-2025-01606,I1102,College of Science,Apex Biotechnologies,INT,20251118,118200.00,DCL,,0.00,20260328,,,20260831 235900
LP-2024-01607,I1085,School of Business,Department of Public Health,RES,20240917,119500.00,ACT,LA-2024-01607,115100.00,20250318,20250509,20261031,20260831 235900
LP-2023-01608,I1173,School of Business,Interdisciplinary Catalyst Fund,EQP,20231023,114700.00,DCL,,0.00,20240302,,,20260831 235900
LP-2026-01609,I1004,College of Humanities,Future Cities Foundation,RES,20260312,58600.00,DCL,,0.00,20260817,,,20260831 235900
LP-2024-01610,I1178,College of Engineering,Natural Sciences Research Council,RES,20240303,135200.00,CLS,LA-2024-01610,115300.00,20240630,20240901,20250901,20260831 235900
LP-2026-01611,I1044,College of Humanities,Department of Energy and Climate,RES,20260213,125500.00,ACT,LA-2026-01611,83900.00,20260409,20260424,20290423,20260831 235900
LP-2025-01612,I1164,College of Humanities,Northstar Analytics,TRN,20251107,691200.00,ACT,LA-2025-01612,576100.00,20260514,20260728,20290727,20260831 235900
LP-2025-01613,I1028,College of Humanities,Education Access Foundation,TRN,20250722,200600.00,DCL,,0.00,20251010,,,20260831 235900
LP-2025-01614,I1107,College of Social Innovation,National Science Foundation,RES,20250404,66600.00,DCL,,0.00,20250909,,,20260831 235900
LP-2026-01615,I1026,College of Engineering,Community Wellbeing Trust,INT,20260308,189600.00,DCL,,0.00,20260831,,,20260831 235900
LP-2024-01616,I1158,College of Science,Internal Strategic Research Fund,TRN,20240127,95000.00,ACT,LA-2024-01616,80700.00,20240707,20240920,20250920,20260831 235900
LP-2024-01617,I1039,College of Health Sciences,Interdisciplinary Catalyst Fund,EQP,20240910,15000.00,DCL,,0.00,20250124,,,20260831 235900
LP-2025-01618,I1058,College of Engineering,Interdisciplinary Catalyst Fund,FEL,20250518,67700.00,DCL,,0.00,20250924,,,20260831 235900
LP-2024-01619,I1103,College of Health Sciences,National Science Foundation,EQP,20240126,33000.00,CLS,LA-2024-01619,31100.00,20240516,20240701,20260701,20260831 235900
LP-2024-01620,I1072,College of Architecture and Design,Community Wellbeing Trust,RES,20241028,555500.00,DCL,,0.00,20250207,,,20260831 235900
LP-2026-01621,I1092,College of Humanities,Natural Sciences Research Council,RES,20260530,38000.00,DCL,,0.00,20260831,,,20260831 235900
LP-2023-01622,I1096,College of Architecture and Design,Natural Sciences Research Council,RES,20231128,106800.00,CLS,LA-2023-01622,90700.00,20240131,20240220,20270219,20260831 235900
LP-2025-01623,I1050,College of Engineering,National Science Foundation,TRN,20250109,785100.00,ACT,LA-2025-01623,513600.00,20250228,20250504,20261026,20260831 235900
LP-2024-01624,I1025,School of Law and Public Policy,Helix Medical Devices,RES,20241125,46400.00,CLS,LA-2024-01624,33200.00,20250206,20250309,20270309,20260831 235900
LP-2024-01625,I1077,School of Business,Natural Sciences Research Council,TRN,20240801,242000.00,CLS,LA-2024-01625,163900.00,20240927,20241023,20261023,20260831 235900
LP-2026-01626,I1067,College of Social Innovation,Community Wellbeing Trust,RES,20260101,59300.00,WD,,0.00,20260403,,,20260831 235900
LP-2023-01627,I1030,College of Science,Helix Medical Devices,INT,20231215,159500.00,CLS,LA-2023-01627,147600.00,20240416,20240506,20250506,20260831 235900
LP-2025-01628,I1089,School of Law and Public Policy,Faculty Seed Grant Program,RES,20251228,63600.00,DCL,,0.00,20260520,,,20260831 235900
LP-2023-01629,I1075,College of Social Innovation,Vertex Mobility Systems,RES,20230203,174800.00,CLS,LA-2023-01629,142300.00,20230605,20230708,20250707,20260831 235900
LP-2026-01630,I1122,College of Engineering,Northstar Analytics,RES,20260527,103300.00,REV,,0.00,,,,20260831 235900
LP-2023-01631,I1159,College of Health Sciences,International Research Consortium,FEL,20231210,7216200.00,CLS,LA-2023-01631,5383600.00,20240302,20240319,20260319,20260831 235900
LP-2025-01632,I1005,School of Business,National Science Foundation,FEL,20250902,244400.00,ACT,LA-2025-01632,209600.00,20251205,20251230,20261230,20260831 235900
LP-2024-01633,I1097,School of Law and Public Policy,Global Development Partnership,TRN,20240315,212200.00,WD,,0.00,20240602,,,20260831 235900
LP-2026-01634,I1036,College of Humanities,National Health Research Council,RES,20260622,45300.00,DCL,,0.00,20260822,,,20260831 235900
LP-2023-01635,I1005,School of Business,Department of Public Health,RES,20231216,89100.00,WD,,0.00,20240407,,,20260831 235900
LP-2023-01636,I1108,College of Humanities,Interdisciplinary Catalyst Fund,RES,20230812,82500.00,CLS,LA-2023-01636,75700.00,20240118,20240402,20260402,20260831 235900
LP-2025-01637,I1080,College of Architecture and Design,Community Wellbeing Trust,TRN,20250526,115500.00,AWD,LA-2025-01637,84600.00,20251025,20260104,20280104,20260831 235900
LP-2023-01638,I1041,School of Law and Public Policy,Natural Sciences Research Council,FEL,20230223,20100.00,CLS,LA-2023-01638,15300.00,20230421,20230603,20250602,20260831 235900
LP-2024-01639,I1074,College of Engineering,Natural Sciences Research Council,TRN,20240321,104000.00,DCL,,0.00,20240819,,,20260831 235900
LP-2025-01640,I1029,School of Business,Natural Sciences Research Council,EQP,20250629,101200.00,DCL,,0.00,20251120,,,20260831 235900
LP-2024-01641,I1009,School of Law and Public Policy,Civic Data Collaborative,RES,20241025,931500.00,ACT,LA-2024-01641,864500.00,20250408,20250514,20270514,20260831 235900
LP-2025-01642,I1118,College of Science,Internal Strategic Research Fund,RES,20250926,74400.00,ACT,LA-2025-01642,72200.00,20260228,20260425,20271017,20260831 235900
LP-2025-01643,I1060,College of Humanities,Faculty Seed Grant Program,RES,20250725,412000.00,WD,,0.00,20251109,,,20260831 235900
LP-2026-01644,I1065,School of Law and Public Policy,Faculty Seed Grant Program,INT,20260124,428400.00,DCL,,0.00,20260729,,,20260831 235900
LP-2024-01645,I1002,College of Engineering,Massachusetts Innovation Fund,RES,20240822,142700.00,DCL,,0.00,20241219,,,20260831 235900
LP-2025-01646,I1166,College of Science,Internal Strategic Research Fund,RES,20251202,53400.00,ACT,LA-2025-01646,46100.00,20260425,20260629,20271221,20260831 235900
LP-2023-01647,I1050,College of Engineering,National Health Research Council,RES,20230517,114800.00,ACT,LA-2023-01647,73700.00,20230813,20231015,20250407,20260831 235900
LP-2023-01648,I1100,College of Humanities,Global Health Foundation,RES,20230718,55500.00,CLS,LA-2023-01648,41000.00,20231108,20231127,20251126,20260831 235900
LP-2025-01649,I1047,College of Health Sciences,Community Wellbeing Trust,RES,20250531,78300.00,ACT,LA-2025-01649,58900.00,20251130,20260206,20270731,20260831 235900
LP-2023-01650,I1041,School of Law and Public Policy,Department of Energy and Climate,RES,20230407,109900.00,ACT,LA-2023-01650,80800.00,20230914,20231012,20251011,20260831 235900
LP-2023-01651,I1071,College of Health Sciences,Internal Strategic Research Fund,EQP,20231119,457900.00,CLS,LA-2023-01651,304000.00,20240508,20240607,20251129,20260831 235900
LP-2025-01652,I1147,College of Social Innovation,Biomedical Discovery Foundation,INT,20250118,80000.00,ACT,LA-2025-01652,68800.00,20250716,20250908,20260908,20260831 235900
LP-2025-01653,I1014,College of Science,Natural Sciences Research Council,RES,20250620,58300.00,DCL,,0.00,20250802,,,20260831 235900
LP-2024-01654,I1162,College of Engineering,National Health Research Council,RES,20241207,87300.00,DCL,,0.00,20250325,,,20260831 235900
LP-2024-01655,I1150,College of Science,Community Wellbeing Trust,RES,20240216,85800.00,WD,,0.00,20240716,,,20260831 235900
LP-2024-01656,I1157,School of Business,Department of Energy and Climate,RES,20240625,177100.00,CLS,LA-2024-01656,159900.00,20240904,20241016,20260409,20260831 235900
